batch_id,step_id,step_code,step_name,sequence,step_start,step_end,duration_min,wait_before_min,target_temp_C,target_pH,equipment_id
B2025-00176,CHRG-1,CHRG,Charge,1,2025-06-27 21:00:00,2025-06-27 22:43:00,103,0,20,7.0,VIAL-2
B2025-00176,MIX-2,MIX,Mix,2,2025-06-28 00:13:00,2025-06-28 05:43:00,330,90,22,7.0,VIAL-2
B2025-00176,HEAT-3,HEAT,Heat,3,2025-06-28 06:43:00,2025-06-28 08:02:00,79,60,37,7.0,VIAL-2
B2025-00176,HOLD-4,HOLD,Hold,4,2025-06-28 09:32:00,2025-06-28 13:46:00,254,90,37,7.0,VIAL-2
B2025-00176,COOL-5,COOL,Cool,5,2025-06-28 13:46:00,2025-06-28 14:59:00,73,0,5,7.0,VIAL-2
B2025-00176,FLT-6,FLT,Filter,6,2025-06-28 16:29:00,2025-06-28 18:45:00,136,90,20,7.0,VIAL-2
B2025-00176,FILL-7,FILL,Fill/Pack,7,2025-06-28 18:45:00,2025-06-28 21:46:00,181,0,20,7.0,VIAL-2
B2025-00177,CHRG-1,CHRG,Charge,1,2025-07-06 04:00:00,2025-07-06 05:51:00,111,0,20,7.0,VIAL-2
B2025-00177,MIX-2,MIX,Mix,2,2025-07-06 05:51:00,2025-07-06 07:53:00,122,0,22,7.0,VIAL-2
B2025-00177,HEAT-3,HEAT,Heat,3,2025-07-06 08:23:00,2025-07-06 09:53:00,90,30,37,7.0,VIAL-2
B2025-00177,HOLD-4,HOLD,Hold,4,2025-07-06 11:23:00,2025-07-06 15:59:00,276,90,37,7.0,VIAL-2
B2025-00177,COOL-5,COOL,Cool,5,2025-07-06 16:59:00,2025-07-06 19:19:00,140,60,5,7.0,VIAL-2
B2025-00177,FLT-6,FLT,Filter,6,2025-07-06 19:19:00,2025-07-06 21:32:00,133,0,20,7.0,VIAL-2
B2025-00177,FILL-7,FILL,Fill/Pack,7,2025-07-06 22:02:00,2025-07-07 00:45:00,163,30,20,7.0,VIAL-2
B2025-00178,CHRG-1,CHRG,Charge,1,2025-07-07 11:00:00,2025-07-07 12:47:00,107,0,20,7.0,VIAL-2
B2025-00178,MIX-2,MIX,Mix,2,2025-07-07 13:47:00,2025-07-07 17:41:00,234,60,22,7.0,VIAL-2
B2025-00178,HEAT-3,HEAT,Heat,3,2025-07-07 19:11:00,2025-07-07 20:55:00,104,90,37,7.0,VIAL-2
B2025-00178,HOLD-4,HOLD,Hold,4,2025-07-07 20:55:00,2025-07-08 00:23:00,208,0,37,7.0,VIAL-2
B2025-00178,COOL-5,COOL,Cool,5,2025-07-08 00:23:00,2025-07-08 02:00:00,97,0,5,7.0,VIAL-2
B2025-00178,FLT-6,FLT,Filter,6,2025-07-08 03:30:00,2025-07-08 05:15:00,105,90,20,7.0,VIAL-2
B2025-00178,FILL-7,FILL,Fill/Pack,7,2025-07-08 06:15:00,2025-07-08 09:11:00,176,60,20,7.0,VIAL-2
B2025-00179,CHRG-1,CHRG,Charge,1,2025-07-12 07:00:00,2025-07-12 08:52:00,112,0,20,7.0,VIAL-1
B2025-00179,MIX-2,MIX,Mix,2,2025-07-12 09:52:00,2025-07-12 12:42:00,170,60,22,7.0,VIAL-1
B2025-00179,HEAT-3,HEAT,Heat,3,2025-07-12 13:12:00,2025-07-12 14:50:00,98,30,37,7.0,VIAL-1
B2025-00179,HOLD-4,HOLD,Hold,4,2025-07-12 15:50:00,2025-07-12 21:46:00,356,60,37,7.0,VIAL-1
B2025-00179,COOL-5,COOL,Cool,5,2025-07-12 23:16:00,2025-07-13 01:33:00,137,90,5,7.0,VIAL-1
B2025-00179,FLT-6,FLT,Filter,6,2025-07-13 01:33:00,2025-07-13 03:13:00,100,0,20,7.0,VIAL-1
B2025-00179,FILL-7,FILL,Fill/Pack,7,2025-07-13 03:13:00,2025-07-13 04:55:00,102,0,20,7.0,VIAL-1
B2025-00180,CHRG-1,CHRG,Charge,1,2025-07-04 18:00:00,2025-07-04 19:57:00,117,0,20,7.0,VIAL-1
B2025-00180,MIX-2,MIX,Mix,2,2025-07-04 19:57:00,2025-07-04 22:02:00,125,0,22,7.0,VIAL-1
B2025-00180,HEAT-3,HEAT,Heat,3,2025-07-04 23:02:00,2025-07-05 01:31:00,149,60,37,7.0,VIAL-1
B2025-00180,HOLD-4,HOLD,Hold,4,2025-07-05 02:01:00,2025-07-05 06:02:00,241,30,37,7.0,VIAL-1
B2025-00180,COOL-5,COOL,Cool,5,2025-07-05 06:02:00,2025-07-05 07:09:00,67,0,5,7.0,VIAL-1
B2025-00180,FLT-6,FLT,Filter,6,2025-07-05 08:39:00,2025-07-05 10:25:00,106,90,20,7.0,VIAL-1
B2025-00180,FILL-7,FILL,Fill/Pack,7,2025-07-05 10:25:00,2025-07-05 14:06:00,221,0,20,7.0,VIAL-1
B2025-00181,CHRG-1,CHRG,Charge,1,2025-07-09 04:00:00,2025-07-09 06:26:00,146,0,20,7.0,VIAL-2
B2025-00181,MIX-2,MIX,Mix,2,2025-07-09 06:26:00,2025-07-09 09:31:00,185,0,22,7.0,VIAL-2
B2025-00181,HEAT-3,HEAT,Heat,3,2025-07-09 10:31:00,2025-07-09 12:02:00,91,60,37,7.0,VIAL-2
B2025-00181,HOLD-4,HOLD,Hold,4,2025-07-09 12:32:00,2025-07-09 15:13:00,161,30,37,7.0,VIAL-2
B2025-00181,COOL-5,COOL,Cool,5,2025-07-09 15:13:00,2025-07-09 16:38:00,85,0,5,7.0,VIAL-2
B2025-00181,FLT-6,FLT,Filter,6,2025-07-09 17:08:00,2025-07-09 19:46:00,158,30,20,7.0,VIAL-2
B2025-00181,FILL-7,FILL,Fill/Pack,7,2025-07-09 19:46:00,2025-07-09 22:39:00,173,0,20,7.0,VIAL-2
B2025-00182,CHRG-1,CHRG,Charge,1,2025-07-09 16:00:00,2025-07-09 17:40:00,100,0,20,7.0,VIAL-2
B2025-00182,MIX-2,MIX,Mix,2,2025-07-09 18:40:00,2025-07-09 22:34:00,234,60,22,7.0,VIAL-2
B2025-00182,HEAT-3,HEAT,Heat,3,2025-07-09 22:34:00,2025-07-10 00:19:00,105,0,37,7.0,VIAL-2
B2025-00182,HOLD-4,HOLD,Hold,4,2025-07-10 01:19:00,2025-07-10 03:08:00,109,60,37,7.0,VIAL-2
B2025-00182,COOL-5,COOL,Cool,5,2025-07-10 03:38:00,2025-07-10 05:13:00,95,30,5,7.0,VIAL-2
B2025-00182,FLT-6,FLT,Filter,6,2025-07-10 06:43:00,2025-07-10 08:59:00,136,90,20,7.0,VIAL-2
B2025-00182,FILL-7,FILL,Fill/Pack,7,2025-07-10 08:59:00,2025-07-10 12:22:00,203,0,20,7.0,VIAL-2
B2025-00183,CHRG-1,CHRG,Charge,1,2025-07-11 23:00:00,2025-07-11 23:52:00,52,0,20,7.0,VIAL-2
B2025-00183,MIX-2,MIX,Mix,2,2025-07-11 23:52:00,2025-07-12 03:10:00,198,0,22,7.0,VIAL-2
B2025-00183,HEAT-3,HEAT,Heat,3,2025-07-12 04:40:00,2025-07-12 06:23:00,103,90,37,7.0,VIAL-2
B2025-00183,HOLD-4,HOLD,Hold,4,2025-07-12 06:23:00,2025-07-12 10:17:00,234,0,37,7.0,VIAL-2
B2025-00183,COOL-5,COOL,Cool,5,2025-07-12 11:17:00,2025-07-12 12:56:00,99,60,5,7.0,VIAL-2
B2025-00183,FLT-6,FLT,Filter,6,2025-07-12 12:56:00,2025-07-12 14:39:00,103,0,20,7.0,VIAL-2
B2025-00183,FILL-7,FILL,Fill/Pack,7,2025-07-12 14:39:00,2025-07-12 17:05:00,146,0,20,7.0,VIAL-2
B2025-00184,CHRG-1,CHRG,Charge,1,2025-07-12 01:00:00,2025-07-12 02:04:00,64,0,20,7.0,VIAL-2
B2025-00184,MIX-2,MIX,Mix,2,2025-07-12 02:04:00,2025-07-12 05:44:00,220,0,22,7.0,VIAL-2
B2025-00184,HEAT-3,HEAT,Heat,3,2025-07-12 05:44:00,2025-07-12 07:09:00,85,0,37,7.0,VIAL-2
B2025-00184,HOLD-4,HOLD,Hold,4,2025-07-12 07:39:00,2025-07-12 12:32:00,293,30,37,7.0,VIAL-2
B2025-00184,COOL-5,COOL,Cool,5,2025-07-12 12:32:00,2025-07-12 14:15:00,103,0,5,7.0,VIAL-2
B2025-00184,FLT-6,FLT,Filter,6,2025-07-12 14:15:00,2025-07-12 15:26:00,71,0,20,7.0,VIAL-2
B2025-00184,FILL-7,FILL,Fill/Pack,7,2025-07-12 16:56:00,2025-07-12 19:22:00,146,90,20,7.0,VIAL-2
B2025-00185,CHRG-1,CHRG,Charge,1,2025-07-14 18:00:00,2025-07-14 19:53:00,113,0,20,7.0,VIAL-2
B2025-00185,MIX-2,MIX,Mix,2,2025-07-14 19:53:00,2025-07-14 22:39:00,166,0,22,7.0,VIAL-2
B2025-00185,HEAT-3,HEAT,Heat,3,2025-07-14 23:09:00,2025-07-15 00:49:00,100,30,37,7.0,VIAL-2
B2025-00185,HOLD-4,HOLD,Hold,4,2025-07-15 01:19:00,2025-07-15 07:26:00,367,30,37,7.0,VIAL-2
B2025-00185,COOL-5,COOL,Cool,5,2025-07-15 07:56:00,2025-07-15 10:27:00,151,30,5,7.0,VIAL-2
B2025-00185,FLT-6,FLT,Filter,6,2025-07-15 10:57:00,2025-07-15 13:37:00,160,30,20,7.0,VIAL-2
B2025-00185,FILL-7,FILL,Fill/Pack,7,2025-07-15 13:37:00,2025-07-15 16:41:00,184,0,20,7.0,VIAL-2
B2025-00186,CHRG-1,CHRG,Charge,1,2025-07-17 08:00:00,2025-07-17 10:17:00,137,0,20,7.0,VIAL-1
B2025-00186,MIX-2,MIX,Mix,2,2025-07-17 11:47:00,2025-07-17 15:25:00,218,90,22,7.0,VIAL-1
B2025-00186,HEAT-3,HEAT,Heat,3,2025-07-17 15:25:00,2025-07-17 16:41:00,76,0,37,7.0,VIAL-1
B2025-00186,HOLD-4,HOLD,Hold,4,2025-07-17 16:41:00,2025-07-17 22:10:00,329,0,37,7.0,VIAL-1
B2025-00186,COOL-5,COOL,Cool,5,2025-07-17 22:10:00,2025-07-17 23:16:00,66,0,5,7.0,VIAL-1
B2025-00186,FLT-6,FLT,Filter,6,2025-07-18 00:16:00,2025-07-18 02:02:00,106,60,20,7.0,VIAL-1
B2025-00186,FILL-7,FILL,Fill/Pack,7,2025-07-18 02:32:00,2025-07-18 05:46:00,194,30,20,7.0,VIAL-1
B2025-00187,CHRG-1,CHRG,Charge,1,2025-07-19 07:00:00,2025-07-19 09:04:00,124,0,20,7.0,VIAL-2
B2025-00187,MIX-2,MIX,Mix,2,2025-07-19 09:34:00,2025-07-19 13:36:00,242,30,22,7.0,VIAL-2
B2025-00187,HEAT-3,HEAT,Heat,3,2025-07-19 15:06:00,2025-07-19 17:39:00,153,90,37,7.0,VIAL-2
B2025-00187,HOLD-4,HOLD,Hold,4,2025-07-19 19:09:00,2025-07-19 23:03:00,234,90,37,7.0,VIAL-2
B2025-00187,COOL-5,COOL,Cool,5,2025-07-20 00:03:00,2025-07-20 02:07:00,124,60,5,7.0,VIAL-2
B2025-00187,FLT-6,FLT,Filter,6,2025-07-20 02:37:00,2025-07-20 05:15:00,158,30,20,7.0,VIAL-2
B2025-00187,FILL-7,FILL,Fill/Pack,7,2025-07-20 06:15:00,2025-07-20 08:53:00,158,60,20,7.0,VIAL-2
B2025-00188,CHRG-1,CHRG,Charge,1,2025-07-20 00:00:00,2025-07-20 01:02:00,62,0,20,7.0,VIAL-1
B2025-00188,MIX-2,MIX,Mix,2,2025-07-20 01:02:00,2025-07-20 05:09:00,247,0,22,7.0,VIAL-1
B2025-00188,HEAT-3,HEAT,Heat,3,2025-07-20 05:39:00,2025-07-20 08:17:00,158,30,37,7.0,VIAL-1
B2025-00188,HOLD-4,HOLD,Hold,4,2025-07-20 08:17:00,2025-07-20 13:07:00,290,0,37,7.0,VIAL-1
B2025-00188,COOL-5,COOL,Cool,5,2025-07-20 13:07:00,2025-07-20 14:39:00,92,0,5,7.0,VIAL-1
B2025-00188,FLT-6,FLT,Filter,6,2025-07-20 14:39:00,2025-07-20 15:37:00,58,0,20,7.0,VIAL-1
B2025-00188,FILL-7,FILL,Fill/Pack,7,2025-07-20 15:37:00,2025-07-20 18:33:00,176,0,20,7.0,VIAL-1
B2025-00189,CHRG-1,CHRG,Charge,1,2025-07-21 00:00:00,2025-07-21 01:28:00,88,0,20,7.0,VIAL-1
B2025-00189,MIX-2,MIX,Mix,2,2025-07-21 01:28:00,2025-07-21 04:54:00,206,0,22,7.0,VIAL-1
B2025-00189,HEAT-3,HEAT,Heat,3,2025-07-21 06:24:00,2025-07-21 08:55:00,151,90,37,7.0,VIAL-1
B2025-00189,HOLD-4,HOLD,Hold,4,2025-07-21 09:25:00,2025-07-21 12:22:00,177,30,37,7.0,VIAL-1
B2025-00189,COOL-5,COOL,Cool,5,2025-07-21 13:22:00,2025-07-21 14:57:00,95,60,5,7.0,VIAL-1
B2025-00189,FLT-6,FLT,Filter,6,2025-07-21 14:57:00,2025-07-21 17:55:00,178,0,20,7.0,VIAL-1
B2025-00189,FILL-7,FILL,Fill/Pack,7,2025-07-21 17:55:00,2025-07-21 23:05:00,310,0,20,7.0,VIAL-1
B2025-00190,CHRG-1,CHRG,Charge,1,2025-07-16 07:00:00,2025-07-16 09:16:00,136,0,20,7.0,VIAL-1
B2025-00190,MIX-2,MIX,Mix,2,2025-07-16 09:46:00,2025-07-16 11:59:00,133,30,22,7.0,VIAL-1
B2025-00190,HEAT-3,HEAT,Heat,3,2025-07-16 12:29:00,2025-07-16 14:19:00,110,30,37,7.0,VIAL-1
B2025-00190,HOLD-4,HOLD,Hold,4,2025-07-16 14:19:00,2025-07-16 17:10:00,171,0,37,7.0,VIAL-1
B2025-00190,COOL-5,COOL,Cool,5,2025-07-16 18:10:00,2025-07-16 19:16:00,66,60,5,7.0,VIAL-1
B2025-00190,FLT-6,FLT,Filter,6,2025-07-16 19:16:00,2025-07-16 21:30:00,134,0,20,7.0,VIAL-1
B2025-00190,FILL-7,FILL,Fill/Pack,7,2025-07-16 21:30:00,2025-07-17 01:19:00,229,0,20,7.0,VIAL-1
B2025-00191,CHRG-1,CHRG,Charge,1,2025-07-16 14:00:00,2025-07-16 15:31:00,91,0,20,7.0,VIAL-2
B2025-00191,MIX-2,MIX,Mix,2,2025-07-16 15:31:00,2025-07-16 17:59:00,148,0,22,7.0,VIAL-2
B2025-00191,HEAT-3,HEAT,Heat,3,2025-07-16 19:29:00,2025-07-16 20:57:00,88,90,37,7.0,VIAL-2
B2025-00191,HOLD-4,HOLD,Hold,4,2025-07-16 21:57:00,2025-07-17 00:49:00,172,60,37,7.0,VIAL-2
B2025-00191,COOL-5,COOL,Cool,5,2025-07-17 00:49:00,2025-07-17 02:59:00,130,0,5,7.0,VIAL-2
B2025-00191,FLT-6,FLT,Filter,6,2025-07-17 03:59:00,2025-07-17 05:15:00,76,60,20,7.0,VIAL-2
B2025-00191,FILL-7,FILL,Fill/Pack,7,2025-07-17 06:15:00,2025-07-17 10:34:00,259,60,20,7.0,VIAL-2
B2025-00192,CHRG-1,CHRG,Charge,1,2025-07-17 19:00:00,2025-07-17 20:59:00,119,0,20,7.0,VIAL-2
B2025-00192,MIX-2,MIX,Mix,2,2025-07-17 20:59:00,2025-07-18 02:09:00,310,0,22,7.0,VIAL-2
B2025-00192,HEAT-3,HEAT,Heat,3,2025-07-18 02:09:00,2025-07-18 03:47:00,98,0,37,7.0,VIAL-2
B2025-00192,HOLD-4,HOLD,Hold,4,2025-07-18 03:47:00,2025-07-18 07:17:00,210,0,37,7.0,VIAL-2
B2025-00192,COOL-5,COOL,Cool,5,2025-07-18 08:47:00,2025-07-18 10:12:00,85,90,5,7.0,VIAL-2
B2025-00192,FLT-6,FLT,Filter,6,2025-07-18 11:12:00,2025-07-18 13:33:00,141,60,20,7.0,VIAL-2
B2025-00192,FILL-7,FILL,Fill/Pack,7,2025-07-18 13:33:00,2025-07-18 16:24:00,171,0,20,7.0,VIAL-2
B2025-00193,CHRG-1,CHRG,Charge,1,2025-07-25 21:00:00,2025-07-25 23:22:00,142,0,20,7.0,VIAL-2
B2025-00193,MIX-2,MIX,Mix,2,2025-07-25 23:22:00,2025-07-26 01:57:00,155,0,22,7.0,VIAL-2
B2025-00193,HEAT-3,HEAT,Heat,3,2025-07-26 02:57:00,2025-07-26 04:46:00,109,60,37,7.0,VIAL-2
B2025-00193,HOLD-4,HOLD,Hold,4,2025-07-26 05:46:00,2025-07-26 09:10:00,204,60,37,7.0,VIAL-2
B2025-00193,COOL-5,COOL,Cool,5,2025-07-26 10:40:00,2025-07-26 11:57:00,77,90,5,7.0,VIAL-2
B2025-00193,FLT-6,FLT,Filter,6,2025-07-26 11:57:00,2025-07-26 13:09:00,72,0,20,7.0,VIAL-2
B2025-00193,FILL-7,FILL,Fill/Pack,7,2025-07-26 14:39:00,2025-07-26 16:39:00,120,90,20,7.0,VIAL-2
B2025-00194,CHRG-1,CHRG,Charge,1,2025-07-16 11:00:00,2025-07-16 12:14:00,74,0,20,7.0,F-301
B2025-00194,MIX-2,MIX,Mix,2,2025-07-16 13:44:00,2025-07-16 16:12:00,148,90,22,7.0,F-301
B2025-00194,HEAT-3,HEAT,Heat,3,2025-07-16 16:42:00,2025-07-16 20:01:00,199,30,37,7.0,F-301
B2025-00194,HOLD-4,HOLD,Hold,4,2025-07-16 20:31:00,2025-07-16 23:23:00,172,30,37,7.0,F-301
B2025-00194,COOL-5,COOL,Cool,5,2025-07-16 23:23:00,2025-07-17 00:17:00,54,0,5,7.0,F-301
B2025-00194,FLT-6,FLT,Filter,6,2025-07-17 00:17:00,2025-07-17 01:50:00,93,0,20,7.0,F-301
B2025-00194,FILL-7,FILL,Fill/Pack,7,2025-07-17 02:20:00,2025-07-17 04:47:00,147,30,20,7.0,F-301
B2025-00195,CHRG-1,CHRG,Charge,1,2025-07-19 16:00:00,2025-07-19 17:32:00,92,0,20,7.0,F-301
B2025-00195,MIX-2,MIX,Mix,2,2025-07-19 17:32:00,2025-07-19 20:54:00,202,0,22,7.0,F-301
B2025-00195,HEAT-3,HEAT,Heat,3,2025-07-19 20:54:00,2025-07-19 22:51:00,117,0,37,7.0,F-301
B2025-00195,HOLD-4,HOLD,Hold,4,2025-07-19 22:51:00,2025-07-20 03:04:00,253,0,37,7.0,F-301
B2025-00195,COOL-5,COOL,Cool,5,2025-07-20 04:34:00,2025-07-20 06:09:00,95,90,5,7.0,F-301
B2025-00195,FLT-6,FLT,Filter,6,2025-07-20 06:09:00,2025-07-20 07:43:00,94,0,20,7.0,F-301
B2025-00195,FILL-7,FILL,Fill/Pack,7,2025-07-20 08:13:00,2025-07-20 12:55:00,282,30,20,7.0,F-301
B2025-00196,CHRG-1,CHRG,Charge,1,2025-07-20 15:00:00,2025-07-20 17:01:00,121,0,20,7.0,F-301
B2025-00196,MIX-2,MIX,Mix,2,2025-07-20 18:01:00,2025-07-20 19:53:00,112,60,22,7.0,F-301
B2025-00196,HEAT-3,HEAT,Heat,3,2025-07-20 20:53:00,2025-07-20 23:31:00,158,60,37,7.0,F-301
B2025-00196,HOLD-4,HOLD,Hold,4,2025-07-20 23:31:00,2025-07-21 04:23:00,292,0,37,7.0,F-301
B2025-00196,COOL-5,COOL,Cool,5,2025-07-21 04:53:00,2025-07-21 05:49:00,56,30,5,7.0,F-301
B2025-00196,FLT-6,FLT,Filter,6,2025-07-21 05:49:00,2025-07-21 07:41:00,112,0,20,7.0,F-301
B2025-00196,FILL-7,FILL,Fill/Pack,7,2025-07-21 07:41:00,2025-07-21 10:56:00,195,0,20,7.0,F-301
B2025-00197,CHRG-1,CHRG,Charge,1,2025-07-16 14:00:00,2025-07-16 15:00:00,60,0,20,7.0,COAT-1
B2025-00197,MIX-2,MIX,Mix,2,2025-07-16 15:30:00,2025-07-16 17:21:00,111,30,22,7.0,COAT-1
B2025-00197,HEAT-3,HEAT,Heat,3,2025-07-16 18:51:00,2025-07-16 20:12:00,81,90,37,7.0,COAT-1
B2025-00197,FLT-4,FLT,Filter,4,2025-07-16 21:12:00,2025-07-16 21:39:00,27,60,20,7.0,COAT-1
B2025-00197,FILL-5,FILL,Fill/Pack,5,2025-07-16 22:39:00,2025-07-17 01:33:00,174,60,20,7.0,COAT-1
B2025-00198,CHRG-1,CHRG,Charge,1,2025-07-18 01:00:00,2025-07-18 01:57:00,57,0,20,7.0,TAB-1
B2025-00198,MIX-2,MIX,Mix,2,2025-07-18 01:57:00,2025-07-18 04:08:00,131,0,22,7.0,TAB-1
B2025-00198,HEAT-3,HEAT,Heat,3,2025-07-18 05:08:00,2025-07-18 06:43:00,95,60,37,7.0,TAB-1
B2025-00198,FLT-4,FLT,Filter,4,2025-07-18 08:13:00,2025-07-18 08:40:00,27,90,20,7.0,TAB-1
B2025-00198,FILL-5,FILL,Fill/Pack,5,2025-07-18 10:10:00,2025-07-18 12:47:00,157,90,20,7.0,TAB-1
B2025-00199,CHRG-1,CHRG,Charge,1,2025-07-20 02:00:00,2025-07-20 03:16:00,76,0,20,7.0,COAT-1
B2025-00199,MIX-2,MIX,Mix,2,2025-07-20 03:16:00,2025-07-20 04:45:00,89,0,22,7.0,COAT-1
B2025-00199,HEAT-3,HEAT,Heat,3,2025-07-20 04:45:00,2025-07-20 06:25:00,100,0,37,7.0,COAT-1
B2025-00199,FLT-4,FLT,Filter,4,2025-07-20 06:25:00,2025-07-20 07:18:00,53,0,20,7.0,COAT-1
B2025-00199,FILL-5,FILL,Fill/Pack,5,2025-07-20 07:18:00,2025-07-20 09:43:00,145,0,20,7.0,COAT-1
B2025-00200,CHRG-1,CHRG,Charge,1,2025-07-23 23:00:00,2025-07-23 23:54:00,54,0,20,7.0,TAB-1
B2025-00200,MIX-2,MIX,Mix,2,2025-07-24 01:24:00,2025-07-24 04:38:00,194,90,22,7.0,TAB-1
B2025-00200,HEAT-3,HEAT,Heat,3,2025-07-24 04:38:00,2025-07-24 06:39:00,121,0,37,7.0,TAB-1
B2025-00200,FLT-4,FLT,Filter,4,2025-07-24 08:09:00,2025-07-24 08:59:00,50,90,20,7.0,TAB-1
B2025-00200,FILL-5,FILL,Fill/Pack,5,2025-07-24 09:29:00,2025-07-24 12:55:00,206,30,20,7.0,TAB-1
B2025-00201,CHRG-1,CHRG,Charge,1,2025-07-24 12:00:00,2025-07-24 14:17:00,137,0,20,7.0,VIAL-2
B2025-00201,MIX-2,MIX,Mix,2,2025-07-24 14:17:00,2025-07-24 17:57:00,220,0,22,7.0,VIAL-2
B2025-00201,HEAT-3,HEAT,Heat,3,2025-07-24 17:57:00,2025-07-24 20:02:00,125,0,37,7.0,VIAL-2
B2025-00201,HOLD-4,HOLD,Hold,4,2025-07-24 20:02:00,2025-07-25 02:43:00,401,0,37,7.0,VIAL-2
B2025-00201,COOL-5,COOL,Cool,5,2025-07-25 03:43:00,2025-07-25 05:08:00,85,60,5,7.0,VIAL-2
B2025-00201,FLT-6,FLT,Filter,6,2025-07-25 05:38:00,2025-07-25 07:17:00,99,30,20,7.0,VIAL-2
B2025-00201,FILL-7,FILL,Fill/Pack,7,2025-07-25 07:47:00,2025-07-25 10:55:00,188,30,20,7.0,VIAL-2
B2025-00202,CHRG-1,CHRG,Charge,1,2025-07-24 17:00:00,2025-07-24 18:23:00,83,0,20,7.0,VIAL-2
B2025-00202,MIX-2,MIX,Mix,2,2025-07-24 18:23:00,2025-07-24 22:33:00,250,0,22,7.0,VIAL-2
B2025-00202,HEAT-3,HEAT,Heat,3,2025-07-24 22:33:00,2025-07-25 00:58:00,145,0,37,7.0,VIAL-2
B2025-00202,HOLD-4,HOLD,Hold,4,2025-07-25 00:58:00,2025-07-25 08:34:00,456,0,37,7.0,VIAL-2
B2025-00202,COOL-5,COOL,Cool,5,2025-07-25 08:34:00,2025-07-25 09:45:00,71,0,5,7.0,VIAL-2
B2025-00202,FLT-6,FLT,Filter,6,2025-07-25 10:15:00,2025-07-25 12:48:00,153,30,20,7.0,VIAL-2
B2025-00202,FILL-7,FILL,Fill/Pack,7,2025-07-25 12:48:00,2025-07-25 15:00:00,132,0,20,7.0,VIAL-2
B2025-00203,CHRG-1,CHRG,Charge,1,2025-07-26 09:00:00,2025-07-26 10:16:00,76,0,20,7.0,VIAL-1
B2025-00203,MIX-2,MIX,Mix,2,2025-07-26 11:46:00,2025-07-26 15:38:00,232,90,22,7.0,VIAL-1
B2025-00203,HEAT-3,HEAT,Heat,3,2025-07-26 15:38:00,2025-07-26 17:24:00,106,0,37,7.0,VIAL-1
B2025-00203,HOLD-4,HOLD,Hold,4,2025-07-26 17:24:00,2025-07-26 21:20:00,236,0,37,7.0,VIAL-1
B2025-00203,COOL-5,COOL,Cool,5,2025-07-26 21:20:00,2025-07-26 22:50:00,90,0,5,7.0,VIAL-1
B2025-00203,FLT-6,FLT,Filter,6,2025-07-26 23:50:00,2025-07-27 00:57:00,67,60,20,7.0,VIAL-1
B2025-00203,FILL-7,FILL,Fill/Pack,7,2025-07-27 01:57:00,2025-07-27 04:56:00,179,60,20,7.0,VIAL-1
B2025-00204,CHRG-1,CHRG,Charge,1,2025-07-27 14:00:00,2025-07-27 16:18:00,138,0,20,7.0,VIAL-2
B2025-00204,MIX-2,MIX,Mix,2,2025-07-27 16:18:00,2025-07-27 18:21:00,123,0,22,7.0,VIAL-2
B2025-00204,HEAT-3,HEAT,Heat,3,2025-07-27 18:21:00,2025-07-27 20:54:00,153,0,37,7.0,VIAL-2
B2025-00204,HOLD-4,HOLD,Hold,4,2025-07-27 20:54:00,2025-07-28 00:34:00,220,0,37,7.0,VIAL-2
B2025-00204,COOL-5,COOL,Cool,5,2025-07-28 00:34:00,2025-07-28 01:56:00,82,0,5,7.0,VIAL-2
B2025-00204,FLT-6,FLT,Filter,6,2025-07-28 01:56:00,2025-07-28 04:28:00,152,0,20,7.0,VIAL-2
B2025-00204,FILL-7,FILL,Fill/Pack,7,2025-07-28 04:58:00,2025-07-28 08:17:00,199,30,20,7.0,VIAL-2
B2025-00205,CHRG-1,CHRG,Charge,1,2025-07-27 15:00:00,2025-07-27 15:43:00,43,0,20,7.0,COAT-1
B2025-00205,MIX-2,MIX,Mix,2,2025-07-27 16:13:00,2025-07-27 17:46:00,93,30,22,7.0,COAT-1
B2025-00205,HEAT-3,HEAT,Heat,3,2025-07-27 17:46:00,2025-07-27 21:24:00,218,0,37,7.0,COAT-1
B2025-00205,FLT-4,FLT,Filter,4,2025-07-27 22:54:00,2025-07-27 23:59:00,65,90,20,7.0,COAT-1
B2025-00205,FILL-5,FILL,Fill/Pack,5,2025-07-27 23:59:00,2025-07-28 01:59:00,120,0,20,7.0,COAT-1
B2025-00206,CHRG-1,CHRG,Charge,1,2025-07-29 08:00:00,2025-07-29 08:55:00,55,0,20,7.0,COAT-1
B2025-00206,MIX-2,MIX,Mix,2,2025-07-29 08:55:00,2025-07-29 10:50:00,115,0,22,7.0,COAT-1
B2025-00206,HEAT-3,HEAT,Heat,3,2025-07-29 11:50:00,2025-07-29 13:29:00,99,60,37,7.0,COAT-1
B2025-00206,FLT-4,FLT,Filter,4,2025-07-29 14:59:00,2025-07-29 15:45:00,46,90,20,7.0,COAT-1
B2025-00206,FILL-5,FILL,Fill/Pack,5,2025-07-29 15:45:00,2025-07-29 17:17:00,92,0,20,7.0,COAT-1
B2025-00207,CHRG-1,CHRG,Charge,1,2025-07-31 23:00:00,2025-08-01 00:06:00,66,0,20,7.0,TAB-1
B2025-00207,MIX-2,MIX,Mix,2,2025-08-01 01:36:00,2025-08-01 03:25:00,109,90,22,7.0,TAB-1
B2025-00207,HEAT-3,HEAT,Heat,3,2025-08-01 03:25:00,2025-08-01 05:23:00,118,0,37,7.0,TAB-1
