sample_id,batch_id,material_id,test_name,analyte,result_value,unit,spec_low,spec_high,result_status,sampled_ts,received_ts,approved_ts,analyst_id,tat_days
S-B2025-00190-Bioburden,B2025-00190,FG-VA02,Bioburden,CFU/mL,0.2434,CFU/mL,0.0,10.0,PASS,2025-07-16 19:19:00,2025-07-16 23:19:00,2025-07-18 18:28:41.910769,AN019,1.9650684116782409
S-B2025-00191-Assay,B2025-00191,FG-VA02,Assay,API,100.168,%,95.0,105.0,PASS,2025-07-17 03:34:00,2025-07-17 05:34:00,2025-07-18 08:14:53.777356,AN019,1.1950668675462963
S-B2025-00191-Impurity A,B2025-00191,FG-VA02,Impurity A,Imp A,0.0942,%,0.0,0.5,PASS,2025-07-17 03:34:00,2025-07-17 05:34:00,2025-07-18 08:14:53.777356,AN003,1.1950668675462963
S-B2025-00191-pH,B2025-00191,FG-VA02,pH,pH,7.168,,6.8,7.4,PASS,2025-07-17 03:34:00,2025-07-17 05:34:00,2025-07-18 08:14:53.777356,AN014,1.1950668675462963
S-B2025-00191-Endotoxin,B2025-00191,FG-VA02,Endotoxin,EU/mL,0.0757,EU/mL,0.0,0.25,PASS,2025-07-17 03:34:00,2025-07-17 05:34:00,2025-07-18 08:14:53.777356,AN010,1.1950668675462963
S-B2025-00191-Bioburden,B2025-00191,FG-VA02,Bioburden,CFU/mL,1.1886,CFU/mL,0.0,10.0,PASS,2025-07-17 03:34:00,2025-07-17 05:34:00,2025-07-18 08:14:53.777356,AN018,1.1950668675462963
S-B2025-00192-Assay,B2025-00192,FG-VA02,Assay,API,99.0033,%,95.0,105.0,PASS,2025-07-18 10:24:00,2025-07-18 12:24:00,2025-07-19 16:06:32.691337,AN017,1.2378783719560185
S-B2025-00192-Impurity A,B2025-00192,FG-VA02,Impurity A,Imp A,0.0699,%,0.0,0.5,PASS,2025-07-18 10:24:00,2025-07-18 12:24:00,2025-07-19 16:06:32.691337,AN006,1.2378783719560185
S-B2025-00192-pH,B2025-00192,FG-VA02,pH,pH,7.3619,,6.8,7.4,PASS,2025-07-18 10:24:00,2025-07-18 12:24:00,2025-07-19 16:06:32.691337,AN017,1.2378783719560185
S-B2025-00192-Endotoxin,B2025-00192,FG-VA02,Endotoxin,EU/mL,0.0627,EU/mL,0.0,0.25,PASS,2025-07-18 10:24:00,2025-07-18 12:24:00,2025-07-19 16:06:32.691337,AN007,1.2378783719560185
S-B2025-00192-Bioburden,B2025-00192,FG-VA02,Bioburden,CFU/mL,1.4463,CFU/mL,0.0,10.0,PASS,2025-07-18 10:24:00,2025-07-18 12:24:00,2025-07-19 16:06:32.691337,AN015,1.2378783719560185
S-B2025-00193-Assay,B2025-00193,FG-VA02,Assay,API,98.5156,%,95.0,105.0,PASS,2025-07-26 11:39:00,2025-07-26 17:39:00,2025-07-28 08:06:20.181603,AN014,1.8523169167013889
S-B2025-00193-Impurity A,B2025-00193,FG-VA02,Impurity A,Imp A,0.1268,%,0.0,0.5,PASS,2025-07-26 11:39:00,2025-07-26 17:39:00,2025-07-28 08:06:20.181603,AN002,1.8523169167013889
S-B2025-00193-pH,B2025-00193,FG-VA02,pH,pH,6.9462,,6.8,7.4,PASS,2025-07-26 11:39:00,2025-07-26 17:39:00,2025-07-28 08:06:20.181603,AN005,1.8523169167013889
S-B2025-00193-Endotoxin,B2025-00193,FG-VA02,Endotoxin,EU/mL,0.0499,EU/mL,0.0,0.25,PASS,2025-07-26 11:39:00,2025-07-26 17:39:00,2025-07-28 08:06:20.181603,AN010,1.8523169167013889
S-B2025-00193-Bioburden,B2025-00193,FG-VA02,Bioburden,CFU/mL,0.3289,CFU/mL,0.0,10.0,PASS,2025-07-26 11:39:00,2025-07-26 17:39:00,2025-07-28 08:06:20.181603,AN003,1.8523169167013889
S-B2025-00194-Assay,B2025-00194,FG-MAB1,Assay,API,98.2776,%,95.0,105.0,PASS,2025-07-17 00:47:00,2025-07-17 04:47:00,2025-07-18 08:33:59.018182,AN006,1.3242941919212963
S-B2025-00194-Impurity A,B2025-00194,FG-MAB1,Impurity A,Imp A,0.1789,%,0.0,0.5,PASS,2025-07-17 00:47:00,2025-07-17 04:47:00,2025-07-18 08:33:59.018182,AN013,1.3242941919212963
S-B2025-00194-pH,B2025-00194,FG-MAB1,pH,pH,7.0177,,6.8,7.4,PASS,2025-07-17 00:47:00,2025-07-17 04:47:00,2025-07-18 08:33:59.018182,AN001,1.3242941919212963
S-B2025-00194-Endotoxin,B2025-00194,FG-MAB1,Endotoxin,EU/mL,0.0156,EU/mL,0.0,0.25,PASS,2025-07-17 00:47:00,2025-07-17 04:47:00,2025-07-18 08:33:59.018182,AN015,1.3242941919212963
S-B2025-00194-Bioburden,B2025-00194,FG-MAB1,Bioburden,CFU/mL,1.4525,CFU/mL,0.0,10.0,PASS,2025-07-17 00:47:00,2025-07-17 04:47:00,2025-07-18 08:33:59.018182,AN014,1.3242941919212963
S-B2025-00195-Assay,B2025-00195,FG-MAB1,Assay,API,102.3479,%,95.0,105.0,PASS,2025-07-20 11:55:00,2025-07-20 13:55:00,2025-07-22 03:01:11.398345,AN009,1.6292985919560186
S-B2025-00195-Impurity A,B2025-00195,FG-MAB1,Impurity A,Imp A,0.0867,%,0.0,0.5,PASS,2025-07-20 11:55:00,2025-07-20 13:55:00,2025-07-22 03:01:11.398345,AN018,1.6292985919560186
S-B2025-00195-pH,B2025-00195,FG-MAB1,pH,pH,7.2358,,6.8,7.4,PASS,2025-07-20 11:55:00,2025-07-20 13:55:00,2025-07-22 03:01:11.398345,AN016,1.6292985919560186
S-B2025-00195-Endotoxin,B2025-00195,FG-MAB1,Endotoxin,EU/mL,0.0212,EU/mL,0.0,0.25,PASS,2025-07-20 11:55:00,2025-07-20 13:55:00,2025-07-22 03:01:11.398345,AN003,1.6292985919560186
S-B2025-00195-Bioburden,B2025-00195,FG-MAB1,Bioburden,CFU/mL,2.2712,CFU/mL,0.0,10.0,PASS,2025-07-20 11:55:00,2025-07-20 13:55:00,2025-07-22 03:01:11.398345,AN003,1.6292985919560186
S-B2025-00196-Assay,B2025-00196,FG-MAB1,Assay,API,99.8671,%,95.0,105.0,PASS,2025-07-21 03:56:00,2025-07-21 06:56:00,2025-07-23 02:40:36.830778,AN013,1.947648504375
S-B2025-00196-Impurity A,B2025-00196,FG-MAB1,Impurity A,Imp A,0.0163,%,0.0,0.5,PASS,2025-07-21 03:56:00,2025-07-21 06:56:00,2025-07-23 02:40:36.830778,AN005,1.947648504375
S-B2025-00196-pH,B2025-00196,FG-MAB1,pH,pH,7.1231,,6.8,7.4,PASS,2025-07-21 03:56:00,2025-07-21 06:56:00,2025-07-23 02:40:36.830778,AN017,1.947648504375
S-B2025-00196-Endotoxin,B2025-00196,FG-MAB1,Endotoxin,EU/mL,0.0043,EU/mL,0.0,0.25,PASS,2025-07-21 03:56:00,2025-07-21 06:56:00,2025-07-23 02:40:36.830778,AN019,1.947648504375
S-B2025-00196-Bioburden,B2025-00196,FG-MAB1,Bioburden,CFU/mL,2.8107,CFU/mL,0.0,10.0,PASS,2025-07-21 03:56:00,2025-07-21 06:56:00,2025-07-23 02:40:36.830778,AN009,1.947648504375
S-B2025-00197-Assay,B2025-00197,FG-SMALLM,Assay,API,99.3852,%,95.0,105.0,PASS,2025-07-16 17:33:00,2025-07-16 18:33:00,2025-07-18 00:45:34.452163,AN011,1.300398751886574
S-B2025-00197-Impurity A,B2025-00197,FG-SMALLM,Impurity A,Imp A,0.2856,%,0.0,0.5,PASS,2025-07-16 17:33:00,2025-07-16 18:33:00,2025-07-18 00:45:34.452163,AN013,1.300398751886574
S-B2025-00197-pH,B2025-00197,FG-SMALLM,pH,pH,7.0076,,6.8,7.4,PASS,2025-07-16 17:33:00,2025-07-16 18:33:00,2025-07-18 00:45:34.452163,AN014,1.300398751886574
S-B2025-00197-Endotoxin,B2025-00197,FG-SMALLM,Endotoxin,EU/mL,0.0107,EU/mL,0.0,0.25,PASS,2025-07-16 17:33:00,2025-07-16 18:33:00,2025-07-18 00:45:34.452163,AN007,1.300398751886574
S-B2025-00197-Bioburden,B2025-00197,FG-SMALLM,Bioburden,CFU/mL,2.1773,CFU/mL,0.0,10.0,PASS,2025-07-16 17:33:00,2025-07-16 18:33:00,2025-07-18 00:45:34.452163,AN009,1.300398751886574
S-B2025-00198-Assay,B2025-00198,FG-SMALLM,Assay,API,100.9932,%,95.0,105.0,PASS,2025-07-18 11:47:00,2025-07-18 15:47:00,2025-07-20 09:36:36.342136,AN004,1.9094484043518518
S-B2025-00198-Impurity A,B2025-00198,FG-SMALLM,Impurity A,Imp A,0.0165,%,0.0,0.5,PASS,2025-07-18 11:47:00,2025-07-18 15:47:00,2025-07-20 09:36:36.342136,AN008,1.9094484043518518
S-B2025-00198-pH,B2025-00198,FG-SMALLM,pH,pH,7.408,,6.8,7.4,PASS,2025-07-18 11:47:00,2025-07-18 15:47:00,2025-07-20 09:36:36.342136,AN005,1.9094484043518518
S-B2025-00198-Endotoxin,B2025-00198,FG-SMALLM,Endotoxin,EU/mL,0.0305,EU/mL,0.0,0.25,PASS,2025-07-18 11:47:00,2025-07-18 15:47:00,2025-07-20 09:36:36.342136,AN010,1.9094484043518518
S-B2025-00198-Bioburden,B2025-00198,FG-SMALLM,Bioburden,CFU/mL,10.1759,CFU/mL,0.0,10.0,OOT,2025-07-18 11:47:00,2025-07-18 15:47:00,2025-07-20 09:36:36.342136,AN020,1.9094484043518518
S-B2025-00199-Assay,B2025-00199,FG-SMALLM,Assay,API,101.0344,%,95.0,105.0,PASS,2025-07-20 08:43:00,2025-07-20 14:43:00,2025-07-22 02:45:42.311913,AN008,1.7518786101041668
S-B2025-00199-Impurity A,B2025-00199,FG-SMALLM,Impurity A,Imp A,0.1401,%,0.0,0.5,PASS,2025-07-20 08:43:00,2025-07-20 14:43:00,2025-07-22 02:45:42.311913,AN012,1.7518786101041668
S-B2025-00199-pH,B2025-00199,FG-SMALLM,pH,pH,7.1585,,6.8,7.4,PASS,2025-07-20 08:43:00,2025-07-20 14:43:00,2025-07-22 02:45:42.311913,AN018,1.7518786101041668
S-B2025-00199-Endotoxin,B2025-00199,FG-SMALLM,Endotoxin,EU/mL,0.0096,EU/mL,0.0,0.25,PASS,2025-07-20 08:43:00,2025-07-20 14:43:00,2025-07-22 02:45:42.311913,AN013,1.7518786101041668
S-B2025-00199-Bioburden,B2025-00199,FG-SMALLM,Bioburden,CFU/mL,10.5766,CFU/mL,0.0,10.0,OOT,2025-07-20 08:43:00,2025-07-20 14:43:00,2025-07-22 02:45:42.311913,AN009,1.7518786101041668
S-B2025-00200-Assay,B2025-00200,FG-SMALLM,Assay,API,101.846,%,95.0,105.0,PASS,2025-07-24 07:55:00,2025-07-24 08:55:00,2025-07-26 19:12:18.238209,AN010,2.4703499792708334
S-B2025-00200-Impurity A,B2025-00200,FG-SMALLM,Impurity A,Imp A,0.3285,%,0.0,0.5,PASS,2025-07-24 07:55:00,2025-07-24 08:55:00,2025-07-26 19:12:18.238209,AN015,2.4703499792708334
S-B2025-00200-pH,B2025-00200,FG-SMALLM,pH,pH,7.1905,,6.8,7.4,PASS,2025-07-24 07:55:00,2025-07-24 08:55:00,2025-07-26 19:12:18.238209,AN014,2.4703499792708334
S-B2025-00200-Endotoxin,B2025-00200,FG-SMALLM,Endotoxin,EU/mL,0.023,EU/mL,0.0,0.25,PASS,2025-07-24 07:55:00,2025-07-24 08:55:00,2025-07-26 19:12:18.238209,AN003,2.4703499792708334
S-B2025-00200-Bioburden,B2025-00200,FG-SMALLM,Bioburden,CFU/mL,2.6519,CFU/mL,0.0,10.0,PASS,2025-07-24 07:55:00,2025-07-24 08:55:00,2025-07-26 19:12:18.238209,AN016,2.4703499792708334
S-B2025-00201-Assay,B2025-00201,FG-VA01,Assay,API,98.6878,%,95.0,105.0,PASS,2025-07-25 03:55:00,2025-07-25 06:55:00,2025-07-26 09:54:52.371174,AN004,1.2499117034027778
S-B2025-00201-Impurity A,B2025-00201,FG-VA01,Impurity A,Imp A,0.1141,%,0.0,0.5,PASS,2025-07-25 03:55:00,2025-07-25 06:55:00,2025-07-26 09:54:52.371174,AN017,1.2499117034027778
S-B2025-00201-pH,B2025-00201,FG-VA01,pH,pH,7.1994,,6.8,7.4,PASS,2025-07-25 03:55:00,2025-07-25 06:55:00,2025-07-26 09:54:52.371174,AN018,1.2499117034027778
S-B2025-00201-Endotoxin,B2025-00201,FG-VA01,Endotoxin,EU/mL,0.0167,EU/mL,0.0,0.25,PASS,2025-07-25 03:55:00,2025-07-25 06:55:00,2025-07-26 09:54:52.371174,AN001,1.2499117034027778
S-B2025-00201-Bioburden,B2025-00201,FG-VA01,Bioburden,CFU/mL,1.1441,CFU/mL,0.0,10.0,PASS,2025-07-25 03:55:00,2025-07-25 06:55:00,2025-07-26 09:54:52.371174,AN006,1.2499117034027778
S-B2025-00202-Assay,B2025-00202,FG-VA01,Assay,API,100.8866,%,95.0,105.0,PASS,2025-07-25 07:00:00,2025-07-25 13:00:00,2025-07-27 11:25:07.413452,AN010,2.1841135816203705
S-B2025-00202-Impurity A,B2025-00202,FG-VA01,Impurity A,Imp A,0.0033,%,0.0,0.5,PASS,2025-07-25 07:00:00,2025-07-25 13:00:00,2025-07-27 11:25:07.413452,AN006,2.1841135816203705
S-B2025-00202-pH,B2025-00202,FG-VA01,pH,pH,7.0786,,6.8,7.4,PASS,2025-07-25 07:00:00,2025-07-25 13:00:00,2025-07-27 11:25:07.413452,AN005,2.1841135816203705
S-B2025-00202-Endotoxin,B2025-00202,FG-VA01,Endotoxin,EU/mL,0.0012,EU/mL,0.0,0.25,PASS,2025-07-25 07:00:00,2025-07-25 13:00:00,2025-07-27 11:25:07.413452,AN011,2.1841135816203705
S-B2025-00202-Bioburden,B2025-00202,FG-VA01,Bioburden,CFU/mL,4.1582,CFU/mL,0.0,10.0,PASS,2025-07-25 07:00:00,2025-07-25 13:00:00,2025-07-27 11:25:07.413452,AN005,2.1841135816203705
S-B2025-00203-Assay,B2025-00203,FG-VA01,Assay,API,99.2113,%,95.0,105.0,PASS,2025-07-26 23:56:00,2025-07-27 01:56:00,2025-07-28 03:33:31.185202,AN010,1.1510553842824074
S-B2025-00203-Impurity A,B2025-00203,FG-VA01,Impurity A,Imp A,0.0387,%,0.0,0.5,PASS,2025-07-26 23:56:00,2025-07-27 01:56:00,2025-07-28 03:33:31.185202,AN006,1.1510553842824074
S-B2025-00203-pH,B2025-00203,FG-VA01,pH,pH,7.0797,,6.8,7.4,PASS,2025-07-26 23:56:00,2025-07-27 01:56:00,2025-07-28 03:33:31.185202,AN019,1.1510553842824074
S-B2025-00203-Endotoxin,B2025-00203,FG-VA01,Endotoxin,EU/mL,0.0267,EU/mL,0.0,0.25,PASS,2025-07-26 23:56:00,2025-07-27 01:56:00,2025-07-28 03:33:31.185202,AN018,1.1510553842824074
S-B2025-00203-Bioburden,B2025-00203,FG-VA01,Bioburden,CFU/mL,1.7969,CFU/mL,0.0,10.0,PASS,2025-07-26 23:56:00,2025-07-27 01:56:00,2025-07-28 03:33:31.185202,AN003,1.1510553842824074
S-B2025-00204-Assay,B2025-00204,FG-VA01,Assay,API,100.844,%,95.0,105.0,PASS,2025-07-28 00:17:00,2025-07-28 02:17:00,2025-07-29 16:14:47.636963,AN002,1.6651346870717592
S-B2025-00204-Impurity A,B2025-00204,FG-VA01,Impurity A,Imp A,0.2476,%,0.0,0.5,PASS,2025-07-28 00:17:00,2025-07-28 02:17:00,2025-07-29 16:14:47.636963,AN009,1.6651346870717592
S-B2025-00204-pH,B2025-00204,FG-VA01,pH,pH,7.4812,,6.8,7.4,PASS,2025-07-28 00:17:00,2025-07-28 02:17:00,2025-07-29 16:14:47.636963,AN006,1.6651346870717592
S-B2025-00204-Endotoxin,B2025-00204,FG-VA01,Endotoxin,EU/mL,0.0364,EU/mL,0.0,0.25,PASS,2025-07-28 00:17:00,2025-07-28 02:17:00,2025-07-29 16:14:47.636963,AN017,1.6651346870717592
S-B2025-00204-Bioburden,B2025-00204,FG-VA01,Bioburden,CFU/mL,1.2021,CFU/mL,0.0,10.0,PASS,2025-07-28 00:17:00,2025-07-28 02:17:00,2025-07-29 16:14:47.636963,AN015,1.6651346870717592
S-B2025-00205-Assay,B2025-00205,FG-SMALLM,Assay,API,99.1224,%,95.0,105.0,PASS,2025-07-27 17:59:00,2025-07-27 18:59:00,2025-07-29 08:25:27.037463,AN009,1.6017018224884259
S-B2025-00205-Impurity A,B2025-00205,FG-SMALLM,Impurity A,Imp A,0.0372,%,0.0,0.5,PASS,2025-07-27 17:59:00,2025-07-27 18:59:00,2025-07-29 08:25:27.037463,AN005,1.6017018224884259
S-B2025-00205-pH,B2025-00205,FG-SMALLM,pH,pH,7.0483,,6.8,7.4,PASS,2025-07-27 17:59:00,2025-07-27 18:59:00,2025-07-29 08:25:27.037463,AN007,1.6017018224884259
S-B2025-00205-Endotoxin,B2025-00205,FG-SMALLM,Endotoxin,EU/mL,0.0337,EU/mL,0.0,0.25,PASS,2025-07-27 17:59:00,2025-07-27 18:59:00,2025-07-29 08:25:27.037463,AN007,1.6017018224884259
S-B2025-00205-Bioburden,B2025-00205,FG-SMALLM,Bioburden,CFU/mL,0.7377,CFU/mL,0.0,10.0,PASS,2025-07-27 17:59:00,2025-07-27 18:59:00,2025-07-29 08:25:27.037463,AN005,1.6017018224884259
S-B2025-00206-Assay,B2025-00206,FG-SMALLM,Assay,API,98.8553,%,95.0,105.0,PASS,2025-07-29 16:17:00,2025-07-29 19:17:00,2025-07-31 15:47:36.690733,AN015,1.9795913279282407
S-B2025-00206-Impurity A,B2025-00206,FG-SMALLM,Impurity A,Imp A,0.0414,%,0.0,0.5,PASS,2025-07-29 16:17:00,2025-07-29 19:17:00,2025-07-31 15:47:36.690733,AN015,1.9795913279282407
S-B2025-00206-pH,B2025-00206,FG-SMALLM,pH,pH,7.1578,,6.8,7.4,PASS,2025-07-29 16:17:00,2025-07-29 19:17:00,2025-07-31 15:47:36.690733,AN011,1.9795913279282407
S-B2025-00206-Endotoxin,B2025-00206,FG-SMALLM,Endotoxin,EU/mL,0.0023,EU/mL,0.0,0.25,PASS,2025-07-29 16:17:00,2025-07-29 19:17:00,2025-07-31 15:47:36.690733,AN007,1.9795913279282407
S-B2025-00206-Bioburden,B2025-00206,FG-SMALLM,Bioburden,CFU/mL,2.7665,CFU/mL,0.0,10.0,PASS,2025-07-29 16:17:00,2025-07-29 19:17:00,2025-07-31 15:47:36.690733,AN020,1.9795913279282407
S-B2025-00207-Assay,B2025-00207,FG-SMALLM,Assay,API,98.5209,%,95.0,105.0,PASS,2025-08-01 05:09:00,2025-08-01 06:09:00,2025-08-02 21:50:53.158976,AN011,1.695754154814815
S-B2025-00207-Impurity A,B2025-00207,FG-SMALLM,Impurity A,Imp A,0.0427,%,0.0,0.5,PASS,2025-08-01 05:09:00,2025-08-01 06:09:00,2025-08-02 21:50:53.158976,AN012,1.695754154814815
S-B2025-00207-pH,B2025-00207,FG-SMALLM,pH,pH,7.2425,,6.8,7.4,PASS,2025-08-01 05:09:00,2025-08-01 06:09:00,2025-08-02 21:50:53.158976,AN020,1.695754154814815
S-B2025-00207-Endotoxin,B2025-00207,FG-SMALLM,Endotoxin,EU/mL,0.0471,EU/mL,0.0,0.25,PASS,2025-08-01 05:09:00,2025-08-01 06:09:00,2025-08-02 21:50:53.158976,AN001,1.695754154814815
S-B2025-00207-Bioburden,B2025-00207,FG-SMALLM,Bioburden,CFU/mL,0.6466,CFU/mL,0.0,10.0,PASS,2025-08-01 05:09:00,2025-08-01 06:09:00,2025-08-02 21:50:53.158976,AN010,1.695754154814815
S-B2025-00208-Assay,B2025-00208,FG-SMALLM,Assay,API,100.0387,%,95.0,105.0,PASS,2025-08-01 22:07:00,2025-08-02 04:07:00,2025-08-03 14:05:35.996946,AN018,1.665694409097222
S-B2025-00208-Impurity A,B2025-00208,FG-SMALLM,Impurity A,Imp A,0.0705,%,0.0,0.5,PASS,2025-08-01 22:07:00,2025-08-02 04:07:00,2025-08-03 14:05:35.996946,AN006,1.665694409097222
S-B2025-00208-pH,B2025-00208,FG-SMALLM,pH,pH,7.2252,,6.8,7.4,PASS,2025-08-01 22:07:00,2025-08-02 04:07:00,2025-08-03 14:05:35.996946,AN015,1.665694409097222
S-B2025-00208-Endotoxin,B2025-00208,FG-SMALLM,Endotoxin,EU/mL,0.037,EU/mL,0.0,0.25,PASS,2025-08-01 22:07:00,2025-08-02 04:07:00,2025-08-03 14:05:35.996946,AN017,1.665694409097222
S-B2025-00208-Bioburden,B2025-00208,FG-SMALLM,Bioburden,CFU/mL,1.0435,CFU/mL,0.0,10.0,PASS,2025-08-01 22:07:00,2025-08-02 04:07:00,2025-08-03 14:05:35.996946,AN011,1.665694409097222
S-B2025-00209-Assay,B2025-00209,FG-VA01,Assay,API,101.3915,%,95.0,105.0,PASS,2025-07-30 12:36:00,2025-07-30 14:36:00,2025-07-31 03:56:29.232428,AN009,0.639227227175926
S-B2025-00209-Impurity A,B2025-00209,FG-VA01,Impurity A,Imp A,0.0325,%,0.0,0.5,PASS,2025-07-30 12:36:00,2025-07-30 14:36:00,2025-07-31 03:56:29.232428,AN010,0.639227227175926
S-B2025-00209-pH,B2025-00209,FG-VA01,pH,pH,7.2991,,6.8,7.4,PASS,2025-07-30 12:36:00,2025-07-30 14:36:00,2025-07-31 03:56:29.232428,AN009,0.639227227175926
S-B2025-00209-Endotoxin,B2025-00209,FG-VA01,Endotoxin,EU/mL,0.0068,EU/mL,0.0,0.25,PASS,2025-07-30 12:36:00,2025-07-30 14:36:00,2025-07-31 03:56:29.232428,AN006,0.639227227175926
S-B2025-00209-Bioburden,B2025-00209,FG-VA01,Bioburden,CFU/mL,3.5811,CFU/mL,0.0,10.0,PASS,2025-07-30 12:36:00,2025-07-30 14:36:00,2025-07-31 03:56:29.232428,AN005,0.639227227175926
S-B2025-00210-Assay,B2025-00210,FG-VA01,Assay,API,99.4132,%,95.0,105.0,PASS,2025-08-06 03:21:00,2025-08-06 04:21:00,2025-08-07 23:16:16.508643,AN006,1.8300521833680556
S-B2025-00210-Impurity A,B2025-00210,FG-VA01,Impurity A,Imp A,0.0361,%,0.0,0.5,PASS,2025-08-06 03:21:00,2025-08-06 04:21:00,2025-08-07 23:16:16.508643,AN015,1.8300521833680556
S-B2025-00210-pH,B2025-00210,FG-VA01,pH,pH,7.0483,,6.8,7.4,PASS,2025-08-06 03:21:00,2025-08-06 04:21:00,2025-08-07 23:16:16.508643,AN016,1.8300521833680556
S-B2025-00210-Endotoxin,B2025-00210,FG-VA01,Endotoxin,EU/mL,0.0033,EU/mL,0.0,0.25,PASS,2025-08-06 03:21:00,2025-08-06 04:21:00,2025-08-07 23:16:16.508643,AN018,1.8300521833680556
S-B2025-00210-Bioburden,B2025-00210,FG-VA01,Bioburden,CFU/mL,2.2826,CFU/mL,0.0,10.0,PASS,2025-08-06 03:21:00,2025-08-06 04:21:00,2025-08-07 23:16:16.508643,AN005,1.8300521833680556
S-B2025-00211-Assay,B2025-00211,FG-VA01,Assay,API,99.5489,%,95.0,105.0,PASS,2025-08-08 04:42:00,2025-08-08 07:42:00,2025-08-09 07:50:26.472738,AN006,1.130861952986111
S-B2025-00211-Impurity A,B2025-00211,FG-VA01,Impurity A,Imp A,0.063,%,0.0,0.5,PASS,2025-08-08 04:42:00,2025-08-08 07:42:00,2025-08-09 07:50:26.472738,AN009,1.130861952986111
S-B2025-00211-pH,B2025-00211,FG-VA01,pH,pH,6.8091,,6.8,7.4,PASS,2025-08-08 04:42:00,2025-08-08 07:42:00,2025-08-09 07:50:26.472738,AN007,1.130861952986111
S-B2025-00211-Endotoxin,B2025-00211,FG-VA01,Endotoxin,EU/mL,0.0407,EU/mL,0.0,0.25,PASS,2025-08-08 04:42:00,2025-08-08 07:42:00,2025-08-09 07:50:26.472738,AN017,1.130861952986111
S-B2025-00211-Bioburden,B2025-00211,FG-VA01,Bioburden,CFU/mL,0.2728,CFU/mL,0.0,10.0,PASS,2025-08-08 04:42:00,2025-08-08 07:42:00,2025-08-09 07:50:26.472738,AN003,1.130861952986111
S-B2025-00212-Assay,B2025-00212,FG-VA01,Assay,API,100.8534,%,95.0,105.0,PASS,2025-08-09 08:46:00,2025-08-09 12:46:00,2025-08-11 14:27:19.890000,AN001,2.237035763888889
S-B2025-00212-Impurity A,B2025-00212,FG-VA01,Impurity A,Imp A,0.1112,%,0.0,0.5,PASS,2025-08-09 08:46:00,2025-08-09 12:46:00,2025-08-11 14:27:19.890000,AN004,2.237035763888889
S-B2025-00212-pH,B2025-00212,FG-VA01,pH,pH,7.0407,,6.8,7.4,PASS,2025-08-09 08:46:00,2025-08-09 12:46:00,2025-08-11 14:27:19.890000,AN004,2.237035763888889
S-B2025-00212-Endotoxin,B2025-00212,FG-VA01,Endotoxin,EU/mL,0.0219,EU/mL,0.0,0.25,PASS,2025-08-09 08:46:00,2025-08-09 12:46:00,2025-08-11 14:27:19.890000,AN003,2.237035763888889
S-B2025-00212-Bioburden,B2025-00212,FG-VA01,Bioburden,CFU/mL,4.0549,CFU/mL,0.0,10.0,PASS,2025-08-09 08:46:00,2025-08-09 12:46:00,2025-08-11 14:27:19.890000,AN016,2.237035763888889
S-B2025-00213-Assay,B2025-00213,FG-VA01,Assay,API,101.2636,%,95.0,105.0,PASS,2025-08-09 10:34:00,2025-08-09 16:34:00,2025-08-11 06:07:33.327512,AN001,1.8149690684259259
S-B2025-00213-Impurity A,B2025-00213,FG-VA01,Impurity A,Imp A,0.0378,%,0.0,0.5,PASS,2025-08-09 10:34:00,2025-08-09 16:34:00,2025-08-11 06:07:33.327512,AN020,1.8149690684259259
S-B2025-00213-pH,B2025-00213,FG-VA01,pH,pH,7.2973,,6.8,7.4,PASS,2025-08-09 10:34:00,2025-08-09 16:34:00,2025-08-11 06:07:33.327512,AN019,1.8149690684259259
S-B2025-00213-Endotoxin,B2025-00213,FG-VA01,Endotoxin,EU/mL,0.0812,EU/mL,0.0,0.25,PASS,2025-08-09 10:34:00,2025-08-09 16:34:00,2025-08-11 06:07:33.327512,AN010,1.8149690684259259
S-B2025-00213-Bioburden,B2025-00213,FG-VA01,Bioburden,CFU/mL,1.0793,CFU/mL,0.0,10.0,PASS,2025-08-09 10:34:00,2025-08-09 16:34:00,2025-08-11 06:07:33.327512,AN003,1.8149690684259259
S-B2025-00214-Assay,B2025-00214,FG-SMALLM,Assay,API,101.1777,%,95.0,105.0,PASS,2025-07-30 06:08:00,2025-07-30 07:08:00,2025-07-31 19:00:10.064284,AN013,1.5362275958796296
S-B2025-00214-Impurity A,B2025-00214,FG-SMALLM,Impurity A,Imp A,0.0452,%,0.0,0.5,PASS,2025-07-30 06:08:00,2025-07-30 07:08:00,2025-07-31 19:00:10.064284,AN006,1.5362275958796296
S-B2025-00214-pH,B2025-00214,FG-SMALLM,pH,pH,6.8162,,6.8,7.4,PASS,2025-07-30 06:08:00,2025-07-30 07:08:00,2025-07-31 19:00:10.064284,AN005,1.5362275958796296
S-B2025-00214-Endotoxin,B2025-00214,FG-SMALLM,Endotoxin,EU/mL,0.0542,EU/mL,0.0,0.25,PASS,2025-07-30 06:08:00,2025-07-30 07:08:00,2025-07-31 19:00:10.064284,AN014,1.5362275958796296
S-B2025-00214-Bioburden,B2025-00214,FG-SMALLM,Bioburden,CFU/mL,0.2458,CFU/mL,0.0,10.0,PASS,2025-07-30 06:08:00,2025-07-30 07:08:00,2025-07-31 19:00:10.064284,AN020,1.5362275958796296
S-B2025-00215-Assay,B2025-00215,FG-SMALLM,Assay,API,101.227,%,95.0,105.0,PASS,2025-08-05 18:09:00,2025-08-05 21:09:00,2025-08-06 21:20:48.151648,AN017,1.1331961996296296
