move_id,batch_id,material_id,qty_issued,uom,issue_date,storage_location,lot_id
GM-2025-001582,B2025-00190,RM-014,71.1,L,2025-07-18 03:00:00,RAW2,LOT-RM-021-0203
GM-2025-001583,B2025-00190,RM-007,54.27,kg,2025-07-17 19:00:00,RAW2,LOT-RM-023-0082
GM-2025-001584,B2025-00190,RM-006,48.93,kg,2025-07-17 18:00:00,COLD,LOT-RM-010-0069
GM-2025-001585,B2025-00190,RM-017,43.88,pcs,2025-07-17 09:00:00,RAW1,LOT-RM-001-0126
GM-2025-001586,B2025-00190,RM-024,51.69,L,2025-07-18 05:00:00,HAZ,LOT-RM-010-0189
GM-2025-001587,B2025-00190,RM-013,56.55,L,2025-07-18 06:00:00,HAZ,LOT-RM-021-0057
GM-2025-001588,B2025-00190,RM-003,48.71,kg,2025-07-16 17:00:00,HAZ,LOT-RM-015-0075
GM-2025-001589,B2025-00190,RM-008,55.45,kg,2025-07-16 22:00:00,RAW1,LOT-RM-024-0147
GM-2025-001590,B2025-00190,RM-021,51.8,kg,2025-07-17 04:00:00,COLD,LOT-RM-001-0222
GM-2025-001591,B2025-00190,RM-011,66.33,L,2025-07-16 23:00:00,HAZ,LOT-RM-014-0157
GM-2025-001592,B2025-00191,RM-023,61.26,kg,2025-07-17 01:00:00,HAZ,LOT-RM-013-0155
GM-2025-001593,B2025-00191,RM-008,73.88,kg,2025-07-18 03:00:00,HAZ,LOT-RM-002-0001
GM-2025-001594,B2025-00191,RM-014,63.06,L,2025-07-17 01:00:00,RAW2,LOT-RM-009-0113
GM-2025-001595,B2025-00191,RM-001,14.18,pcs,2025-07-16 18:00:00,RAW2,LOT-RM-020-0015
GM-2025-001596,B2025-00191,RM-016,33.4,L,2025-07-17 11:00:00,RAW2,LOT-RM-014-0171
GM-2025-001597,B2025-00191,RM-006,27.04,kg,2025-07-18 04:00:00,HAZ,LOT-RM-016-0195
GM-2025-001598,B2025-00192,RM-010,42.27,kg,2025-07-19 17:00:00,RAW1,LOT-RM-017-0055
GM-2025-001599,B2025-00192,RM-001,34.51,pcs,2025-07-19 02:00:00,COLD,LOT-RM-023-0036
GM-2025-001600,B2025-00192,RM-003,41.04,kg,2025-07-19 08:00:00,RAW2,LOT-RM-021-0034
GM-2025-001601,B2025-00192,RM-021,61.16,kg,2025-07-18 04:00:00,RAW1,LOT-RM-003-0208
GM-2025-001602,B2025-00192,RM-005,61.79,pcs,2025-07-19 14:00:00,RAW1,LOT-RM-021-0035
GM-2025-001603,B2025-00192,RM-006,43.93,kg,2025-07-18 18:00:00,HAZ,LOT-RM-009-0187
GM-2025-001604,B2025-00192,RM-012,69.7,pcs,2025-07-19 17:00:00,RAW1,LOT-RM-018-0141
GM-2025-001605,B2025-00192,RM-009,36.44,pcs,2025-07-18 07:00:00,RAW2,LOT-RM-014-0010
GM-2025-001606,B2025-00192,RM-022,54.02,pcs,2025-07-17 21:00:00,COLD,LOT-RM-016-0195
GM-2025-001607,B2025-00192,RM-007,50.14,kg,2025-07-19 06:00:00,HAZ,LOT-RM-014-0156
GM-2025-001608,B2025-00192,RM-024,56.96,L,2025-07-19 14:00:00,HAZ,LOT-RM-008-0133
GM-2025-001609,B2025-00192,RM-016,32.79,L,2025-07-19 03:00:00,HAZ,LOT-RM-005-0090
GM-2025-001610,B2025-00193,RM-008,61.83,kg,2025-07-27 17:00:00,COLD,LOT-RM-014-0171
GM-2025-001611,B2025-00193,RM-015,60.46,L,2025-07-27 05:00:00,COLD,LOT-RM-012-0048
GM-2025-001612,B2025-00193,RM-003,46.62,kg,2025-07-26 12:00:00,HAZ,LOT-RM-014-0237
GM-2025-001613,B2025-00193,RM-025,58.89,pcs,2025-07-26 00:00:00,RAW1,LOT-RM-016-0052
GM-2025-001614,B2025-00193,RM-011,50.09,L,2025-07-25 22:00:00,COLD,LOT-RM-016-0078
GM-2025-001615,B2025-00193,RM-006,54.17,kg,2025-07-26 12:00:00,HAZ,LOT-RM-007-0166
GM-2025-001616,B2025-00193,RM-005,61.27,pcs,2025-07-26 02:00:00,COLD,LOT-RM-015-0029
GM-2025-001617,B2025-00193,RM-001,37.6,pcs,2025-07-27 02:00:00,RAW1,LOT-RM-004-0089
GM-2025-001618,B2025-00194,RM-024,66.25,L,2025-07-17 00:00:00,RAW1,LOT-RM-008-0006
GM-2025-001619,B2025-00194,RM-003,32.22,kg,2025-07-16 20:00:00,RAW2,LOT-RM-020-0200
GM-2025-001620,B2025-00194,RM-011,49.04,L,2025-07-18 09:00:00,COLD,LOT-RM-014-0170
GM-2025-001621,B2025-00194,RM-008,40.15,kg,2025-07-16 12:00:00,RAW1,LOT-RM-016-0078
GM-2025-001622,B2025-00194,RM-020,56.54,pcs,2025-07-16 23:00:00,HAZ,LOT-RM-012-0071
GM-2025-001623,B2025-00194,RM-010,48.87,kg,2025-07-18 04:00:00,RAW2,LOT-RM-020-0015
GM-2025-001624,B2025-00194,RM-025,76.47,pcs,2025-07-18 02:00:00,RAW2,LOT-RM-012-0234
GM-2025-001625,B2025-00195,RM-010,44.23,kg,2025-07-21 04:00:00,HAZ,LOT-RM-020-0121
GM-2025-001626,B2025-00195,RM-014,79.92,L,2025-07-19 21:00:00,RAW2,LOT-RM-020-0176
GM-2025-001627,B2025-00195,RM-005,57.04,pcs,2025-07-21 05:00:00,HAZ,LOT-RM-010-0024
GM-2025-001628,B2025-00195,RM-006,38.64,kg,2025-07-21 06:00:00,RAW1,LOT-RM-002-0038
GM-2025-001629,B2025-00195,RM-012,70.65,pcs,2025-07-20 17:00:00,RAW1,LOT-RM-001-0163
GM-2025-001630,B2025-00196,RM-009,22.16,pcs,2025-07-22 13:00:00,RAW2,LOT-RM-016-0030
GM-2025-001631,B2025-00196,RM-022,60.47,pcs,2025-07-21 04:00:00,RAW2,LOT-RM-017-0031
GM-2025-001632,B2025-00196,RM-005,78.99,pcs,2025-07-22 10:00:00,HAZ,LOT-RM-025-0105
GM-2025-001633,B2025-00196,RM-025,61.97,pcs,2025-07-21 20:00:00,RAW2,LOT-RM-019-0014
GM-2025-001634,B2025-00196,RM-015,40.24,L,2025-07-20 22:00:00,RAW1,LOT-RM-016-0030
GM-2025-001635,B2025-00196,RM-010,28.48,kg,2025-07-20 22:00:00,HAZ,LOT-RM-023-0104
GM-2025-001636,B2025-00196,RM-024,37.8,L,2025-07-20 21:00:00,RAW2,LOT-RM-012-0234
GM-2025-001637,B2025-00197,RM-025,53.59,pcs,2025-07-16 16:00:00,RAW1,LOT-RM-016-0159
GM-2025-001638,B2025-00197,RM-020,46.87,pcs,2025-07-18 12:00:00,RAW1,LOT-RM-012-0115
GM-2025-001639,B2025-00197,RM-008,36.92,kg,2025-07-16 22:00:00,COLD,LOT-RM-014-0170
GM-2025-001640,B2025-00197,RM-006,65.53,kg,2025-07-18 13:00:00,HAZ,LOT-RM-015-0239
GM-2025-001641,B2025-00197,RM-009,39.47,pcs,2025-07-17 05:00:00,RAW2,LOT-RM-014-0237
GM-2025-001642,B2025-00197,RM-003,42.84,kg,2025-07-18 05:00:00,RAW2,LOT-RM-014-0010
GM-2025-001643,B2025-00197,RM-022,62.13,pcs,2025-07-17 08:00:00,RAW2,LOT-RM-007-0111
GM-2025-001644,B2025-00198,RM-019,30.18,pcs,2025-07-18 22:00:00,RAW2,LOT-RM-012-0138
GM-2025-001645,B2025-00198,RM-024,61.62,L,2025-07-18 01:00:00,RAW2,LOT-RM-018-0117
GM-2025-001646,B2025-00198,RM-009,46.68,pcs,2025-07-19 18:00:00,COLD,LOT-RM-018-0199
GM-2025-001647,B2025-00198,RM-005,53.09,pcs,2025-07-19 10:00:00,RAW1,LOT-RM-002-0039
GM-2025-001648,B2025-00198,RM-023,77.49,kg,2025-07-20 01:00:00,COLD,LOT-RM-010-0046
GM-2025-001649,B2025-00198,RM-017,36.0,pcs,2025-07-18 07:00:00,RAW1,LOT-RM-014-0073
GM-2025-001650,B2025-00198,RM-015,52.78,L,2025-07-18 02:00:00,HAZ,LOT-RM-017-0161
GM-2025-001651,B2025-00198,RM-020,66.03,pcs,2025-07-19 10:00:00,RAW2,LOT-RM-014-0237
GM-2025-001652,B2025-00198,RM-011,40.07,L,2025-07-18 22:00:00,RAW1,LOT-RM-004-0148
GM-2025-001653,B2025-00198,RM-013,62.56,L,2025-07-19 19:00:00,COLD,LOT-RM-021-0035
GM-2025-001654,B2025-00198,RM-001,39.97,pcs,2025-07-18 10:00:00,COLD,LOT-RM-013-0097
GM-2025-001655,B2025-00199,RM-019,40.26,pcs,2025-07-20 03:00:00,RAW2,LOT-RM-025-0180
GM-2025-001656,B2025-00199,RM-015,73.02,L,2025-07-21 01:00:00,COLD,LOT-RM-005-0185
GM-2025-001657,B2025-00199,RM-013,68.2,L,2025-07-21 02:00:00,RAW1,LOT-RM-003-0208
GM-2025-001658,B2025-00199,RM-011,41.43,L,2025-07-22 01:00:00,RAW1,LOT-RM-001-0207
GM-2025-001659,B2025-00199,RM-005,64.95,pcs,2025-07-20 15:00:00,COLD,LOT-RM-019-0033
GM-2025-001660,B2025-00199,RM-004,71.33,kg,2025-07-21 22:00:00,HAZ,LOT-RM-008-0211
GM-2025-001661,B2025-00199,RM-010,39.01,kg,2025-07-20 03:00:00,RAW1,LOT-RM-022-0059
GM-2025-001662,B2025-00200,RM-001,41.56,pcs,2025-07-24 06:00:00,RAW2,LOT-RM-012-0071
GM-2025-001663,B2025-00200,RM-002,54.96,pcs,2025-07-24 11:00:00,HAZ,LOT-RM-018-0240
GM-2025-001664,B2025-00200,RM-014,77.74,L,2025-07-24 21:00:00,COLD,LOT-RM-016-0139
GM-2025-001665,B2025-00200,RM-016,30.08,L,2025-07-24 22:00:00,HAZ,LOT-RM-017-0079
GM-2025-001666,B2025-00200,RM-021,73.53,kg,2025-07-25 23:00:00,RAW2,LOT-RM-017-0055
GM-2025-001667,B2025-00200,RM-024,58.88,L,2025-07-24 00:00:00,COLD,LOT-RM-021-0242
GM-2025-001668,B2025-00200,RM-003,41.35,kg,2025-07-24 03:00:00,RAW2,LOT-RM-011-0007
GM-2025-001669,B2025-00200,RM-013,56.99,L,2025-07-24 08:00:00,HAZ,LOT-RM-015-0239
GM-2025-001670,B2025-00200,RM-017,45.32,pcs,2025-07-24 02:00:00,HAZ,LOT-RM-017-0032
GM-2025-001671,B2025-00200,RM-004,59.67,kg,2025-07-24 22:00:00,RAW2,LOT-RM-022-0123
GM-2025-001672,B2025-00200,RM-020,61.69,pcs,2025-07-24 13:00:00,HAZ,LOT-RM-012-0072
GM-2025-001673,B2025-00200,RM-011,52.04,L,2025-07-24 02:00:00,RAW2,LOT-RM-012-0154
GM-2025-001674,B2025-00201,RM-006,67.32,kg,2025-07-25 16:00:00,RAW1,LOT-RM-007-0111
GM-2025-001675,B2025-00201,RM-022,70.65,pcs,2025-07-25 15:00:00,RAW1,LOT-RM-025-0106
GM-2025-001676,B2025-00201,RM-012,55.31,pcs,2025-07-25 02:00:00,RAW2,LOT-RM-019-0033
GM-2025-001677,B2025-00201,RM-019,34.52,pcs,2025-07-25 06:00:00,RAW1,LOT-RM-003-0088
GM-2025-001678,B2025-00201,RM-018,85.09,kg,2025-07-25 08:00:00,COLD,LOT-RM-025-0244
GM-2025-001679,B2025-00202,RM-023,75.71,kg,2025-07-26 12:00:00,RAW1,LOT-RM-021-0057
GM-2025-001680,B2025-00202,RM-009,55.96,pcs,2025-07-26 13:00:00,COLD,LOT-RM-012-0009
GM-2025-001681,B2025-00202,RM-016,38.43,L,2025-07-25 08:00:00,RAW1,LOT-RM-017-0032
GM-2025-001682,B2025-00202,RM-015,67.58,L,2025-07-24 18:00:00,COLD,LOT-RM-011-0233
GM-2025-001683,B2025-00202,RM-005,52.87,pcs,2025-07-25 18:00:00,HAZ,LOT-RM-023-0145
GM-2025-001684,B2025-00202,RM-006,43.32,kg,2025-07-26 09:00:00,HAZ,LOT-RM-011-0095
GM-2025-001685,B2025-00202,RM-010,43.75,kg,2025-07-25 20:00:00,COLD,LOT-RM-017-0160
GM-2025-001686,B2025-00203,RM-010,40.3,kg,2025-07-27 08:00:00,HAZ,LOT-RM-009-0152
GM-2025-001687,B2025-00203,RM-025,41.09,pcs,2025-07-28 04:00:00,COLD,LOT-RM-012-0096
GM-2025-001688,B2025-00203,RM-015,51.01,L,2025-07-27 03:00:00,HAZ,LOT-RM-016-0216
GM-2025-001689,B2025-00203,RM-013,67.55,L,2025-07-26 20:00:00,RAW2,LOT-RM-003-0065
GM-2025-001690,B2025-00203,RM-023,70.62,kg,2025-07-27 15:00:00,RAW1,LOT-RM-023-0036
GM-2025-001691,B2025-00203,RM-022,54.21,pcs,2025-07-27 01:00:00,HAZ,LOT-RM-008-0112
GM-2025-001692,B2025-00204,RM-024,42.41,L,2025-07-27 21:00:00,RAW1,LOT-RM-021-0143
GM-2025-001693,B2025-00204,RM-006,40.32,kg,2025-07-27 17:00:00,RAW1,LOT-RM-024-0205
GM-2025-001694,B2025-00204,RM-015,59.99,L,2025-07-28 22:00:00,RAW1,LOT-RM-014-0010
GM-2025-001695,B2025-00204,RM-010,36.71,kg,2025-07-28 03:00:00,RAW1,LOT-RM-001-0207
GM-2025-001696,B2025-00204,RM-018,51.98,kg,2025-07-29 13:00:00,HAZ,LOT-RM-019-0142
GM-2025-001697,B2025-00205,RM-007,56.74,kg,2025-07-27 21:00:00,HAZ,LOT-RM-023-0103
GM-2025-001698,B2025-00205,RM-017,58.63,pcs,2025-07-28 08:00:00,RAW1,LOT-RM-001-0126
GM-2025-001699,B2025-00205,RM-006,66.0,kg,2025-07-28 01:00:00,HAZ,LOT-RM-008-0133
GM-2025-001700,B2025-00205,RM-010,38.65,kg,2025-07-27 17:00:00,RAW1,LOT-RM-008-0133
GM-2025-001701,B2025-00205,RM-023,57.7,kg,2025-07-27 21:00:00,COLD,LOT-RM-012-0115
GM-2025-001702,B2025-00205,RM-014,59.09,L,2025-07-27 21:00:00,RAW2,LOT-RM-009-0152
GM-2025-001703,B2025-00205,RM-016,22.07,L,2025-07-27 16:00:00,RAW1,LOT-RM-003-0088
GM-2025-001704,B2025-00205,RM-004,62.49,kg,2025-07-29 12:00:00,RAW1,LOT-RM-019-0119
GM-2025-001705,B2025-00206,RM-025,46.65,pcs,2025-07-29 20:00:00,RAW1,LOT-RM-025-0105
GM-2025-001706,B2025-00206,RM-011,42.78,L,2025-07-30 12:00:00,RAW1,LOT-RM-003-0064
GM-2025-001707,B2025-00206,RM-015,43.95,L,2025-07-29 11:00:00,HAZ,LOT-RM-002-0183
GM-2025-001708,B2025-00206,RM-018,60.98,kg,2025-07-29 22:00:00,COLD,LOT-RM-008-0021
GM-2025-001709,B2025-00206,RM-006,37.1,kg,2025-07-29 11:00:00,COLD,LOT-RM-008-0093
GM-2025-001710,B2025-00206,RM-021,66.52,kg,2025-07-30 17:00:00,COLD,LOT-RM-001-0126
GM-2025-001711,B2025-00207,RM-025,53.25,pcs,2025-08-01 11:00:00,HAZ,LOT-RM-009-0045
GM-2025-001712,B2025-00207,RM-002,54.17,pcs,2025-08-01 06:00:00,RAW2,LOT-RM-011-0007
GM-2025-001713,B2025-00207,RM-015,41.34,L,2025-08-01 00:00:00,HAZ,LOT-RM-011-0047
GM-2025-001714,B2025-00207,RM-016,57.92,L,2025-08-01 21:00:00,COLD,LOT-RM-012-0115
GM-2025-001715,B2025-00207,RM-021,69.36,kg,2025-08-02 02:00:00,HAZ,LOT-RM-010-0153
GM-2025-001716,B2025-00207,RM-020,49.29,pcs,2025-08-01 15:00:00,HAZ,LOT-RM-011-0008
GM-2025-001717,B2025-00207,RM-003,57.71,kg,2025-08-01 12:00:00,RAW1,LOT-RM-021-0144
GM-2025-001718,B2025-00207,RM-001,42.94,pcs,2025-07-31 23:00:00,COLD,LOT-RM-015-0051
GM-2025-001719,B2025-00207,RM-010,59.46,kg,2025-08-02 17:00:00,RAW2,LOT-RM-014-0156
GM-2025-001720,B2025-00208,RM-021,71.5,kg,2025-08-02 06:00:00,HAZ,LOT-RM-014-0237
GM-2025-001721,B2025-00208,RM-002,65.51,pcs,2025-08-02 12:00:00,HAZ,LOT-RM-004-0228
GM-2025-001722,B2025-00208,RM-003,42.86,kg,2025-08-02 21:00:00,HAZ,LOT-RM-008-0211
GM-2025-001723,B2025-00208,RM-010,37.18,kg,2025-08-02 05:00:00,RAW1,LOT-RM-006-0091
GM-2025-001724,B2025-00208,RM-016,32.02,L,2025-08-03 09:00:00,RAW1,LOT-RM-010-0135
GM-2025-001725,B2025-00208,RM-022,67.44,pcs,2025-08-02 11:00:00,RAW2,LOT-RM-025-0180
GM-2025-001726,B2025-00208,RM-014,69.76,L,2025-08-03 02:00:00,RAW1,LOT-RM-012-0009
GM-2025-001727,B2025-00208,RM-012,71.65,pcs,2025-08-01 23:00:00,COLD,LOT-RM-023-0104
GM-2025-001728,B2025-00208,RM-011,66.27,L,2025-08-02 22:00:00,HAZ,LOT-RM-013-0026
GM-2025-001729,B2025-00208,RM-025,76.03,pcs,2025-08-02 15:00:00,COLD,LOT-RM-017-0161
GM-2025-001730,B2025-00208,RM-009,46.63,pcs,2025-08-03 09:00:00,RAW1,LOT-RM-015-0194
GM-2025-001731,B2025-00209,RM-009,42.52,pcs,2025-07-30 02:00:00,RAW1,LOT-RM-012-0115
GM-2025-001732,B2025-00209,RM-020,60.19,pcs,2025-07-31 08:00:00,HAZ,LOT-RM-014-0171
GM-2025-001733,B2025-00209,RM-006,27.47,kg,2025-07-31 00:00:00,RAW1,LOT-RM-012-0234
GM-2025-001734,B2025-00209,RM-013,37.11,L,2025-07-30 11:00:00,RAW1,LOT-RM-008-0006
GM-2025-001735,B2025-00209,RM-023,75.07,kg,2025-07-31 18:00:00,COLD,LOT-RM-006-0150
GM-2025-001736,B2025-00209,RM-007,22.89,kg,2025-07-30 10:00:00,RAW1,LOT-RM-008-0211
GM-2025-001737,B2025-00210,RM-014,63.24,L,2025-08-06 23:00:00,RAW1,LOT-RM-022-0081
GM-2025-001738,B2025-00210,RM-019,41.78,pcs,2025-08-06 02:00:00,RAW1,LOT-RM-023-0082
GM-2025-001739,B2025-00210,RM-017,46.85,pcs,2025-08-05 22:00:00,RAW1,LOT-RM-008-0066
GM-2025-001740,B2025-00210,RM-003,56.02,kg,2025-08-07 02:00:00,RAW1,LOT-RM-001-0207
GM-2025-001741,B2025-00210,RM-011,57.17,L,2025-08-07 00:00:00,COLD,LOT-RM-007-0166
GM-2025-001742,B2025-00210,RM-025,43.7,pcs,2025-08-07 01:00:00,HAZ,LOT-RM-015-0238
GM-2025-001743,B2025-00210,RM-015,51.98,L,2025-08-06 12:00:00,HAZ,LOT-RM-003-0164
GM-2025-001744,B2025-00210,RM-016,29.43,L,2025-08-06 01:00:00,RAW1,LOT-RM-015-0051
GM-2025-001745,B2025-00210,RM-013,63.61,L,2025-08-06 16:00:00,HAZ,LOT-RM-020-0176
GM-2025-001746,B2025-00211,RM-018,59.4,kg,2025-08-08 17:00:00,HAZ,LOT-RM-013-0155
GM-2025-001747,B2025-00211,RM-007,51.43,kg,2025-08-09 02:00:00,COLD,LOT-RM-014-0027
GM-2025-001748,B2025-00211,RM-025,56.64,pcs,2025-08-08 17:00:00,HAZ,LOT-RM-013-0026
GM-2025-001749,B2025-00211,RM-022,67.86,pcs,2025-08-08 00:00:00,RAW2,LOT-RM-024-0125
GM-2025-001750,B2025-00211,RM-015,40.32,L,2025-08-08 09:00:00,RAW1,LOT-RM-024-0125
GM-2025-001751,B2025-00211,RM-013,56.17,L,2025-08-08 21:00:00,COLD,LOT-RM-003-0064
GM-2025-001752,B2025-00212,RM-018,48.11,kg,2025-08-09 02:00:00,COLD,LOT-RM-008-0112
GM-2025-001753,B2025-00212,RM-023,40.58,kg,2025-08-09 02:00:00,RAW2,LOT-RM-010-0189
GM-2025-001754,B2025-00212,RM-002,39.42,pcs,2025-08-10 11:00:00,COLD,LOT-RM-006-0150
GM-2025-001755,B2025-00212,RM-006,43.32,kg,2025-08-10 03:00:00,RAW1,LOT-RM-014-0157
GM-2025-001756,B2025-00212,RM-013,65.19,L,2025-08-09 19:00:00,RAW1,LOT-RM-024-0018
GM-2025-001757,B2025-00212,RM-015,58.59,L,2025-08-10 12:00:00,COLD,LOT-RM-006-0043
GM-2025-001758,B2025-00212,RM-004,67.24,kg,2025-08-09 18:00:00,RAW2,LOT-RM-011-0007
GM-2025-001759,B2025-00212,RM-005,55.32,pcs,2025-08-09 04:00:00,HAZ,LOT-RM-019-0014
GM-2025-001760,B2025-00213,RM-011,44.02,L,2025-08-10 07:00:00,RAW2,LOT-RM-014-0028
GM-2025-001761,B2025-00213,RM-010,41.32,kg,2025-08-09 02:00:00,HAZ,LOT-RM-020-0015
GM-2025-001762,B2025-00213,RM-016,43.58,L,2025-08-09 07:00:00,RAW1,LOT-RM-018-0162
GM-2025-001763,B2025-00213,RM-021,70.32,kg,2025-08-10 15:00:00,COLD,LOT-RM-011-0025
GM-2025-001764,B2025-00213,RM-023,41.79,kg,2025-08-10 07:00:00,RAW1,LOT-RM-025-0061
GM-2025-001765,B2025-00213,RM-008,56.11,kg,2025-08-09 20:00:00,HAZ,LOT-RM-009-0231
GM-2025-001766,B2025-00213,RM-012,50.15,pcs,2025-08-09 06:00:00,RAW1,LOT-RM-009-0022
GM-2025-001767,B2025-00213,RM-005,54.93,pcs,2025-08-10 01:00:00,RAW1,LOT-RM-009-0188
GM-2025-001768,B2025-00213,RM-002,70.0,pcs,2025-08-10 07:00:00,COLD,LOT-RM-015-0238
GM-2025-001769,B2025-00213,RM-017,50.08,pcs,2025-08-10 15:00:00,RAW1,LOT-RM-004-0209
GM-2025-001770,B2025-00213,RM-009,52.98,pcs,2025-08-09 01:00:00,HAZ,LOT-RM-007-0229
GM-2025-001771,B2025-00213,RM-020,59.83,pcs,2025-08-09 13:00:00,COLD,LOT-RM-011-0137
GM-2025-001772,B2025-00214,RM-004,52.43,kg,2025-07-30 12:00:00,RAW1,LOT-RM-015-0116
GM-2025-001773,B2025-00214,RM-023,65.61,kg,2025-07-31 00:00:00,RAW2,LOT-RM-024-0147
GM-2025-001774,B2025-00214,RM-001,28.92,pcs,2025-07-31 06:00:00,COLD,LOT-RM-009-0113
GM-2025-001775,B2025-00214,RM-018,49.7,kg,2025-07-30 02:00:00,RAW2,LOT-RM-021-0016
GM-2025-001776,B2025-00214,RM-024,58.31,L,2025-07-30 03:00:00,COLD,LOT-RM-016-0139
GM-2025-001777,B2025-00214,RM-005,53.33,pcs,2025-07-30 04:00:00,HAZ,LOT-RM-022-0122
GM-2025-001778,B2025-00214,RM-022,69.99,pcs,2025-07-30 22:00:00,HAZ,LOT-RM-014-0171
GM-2025-001779,B2025-00215,RM-013,66.25,L,2025-08-05 23:00:00,RAW2,LOT-RM-014-0098
GM-2025-001780,B2025-00215,RM-001,30.4,pcs,2025-08-07 00:00:00,RAW1,LOT-RM-016-0077
GM-2025-001781,B2025-00215,RM-005,47.6,pcs,2025-08-07 02:00:00,HAZ,LOT-RM-010-0024
GM-2025-001782,B2025-00215,RM-004,65.62,kg,2025-08-07 12:00:00,RAW1,LOT-RM-018-0240
GM-2025-001783,B2025-00215,RM-003,38.57,kg,2025-08-05 22:00:00,HAZ,LOT-RM-017-0173
GM-2025-001784,B2025-00215,RM-021,76.45,kg,2025-08-07 01:00:00,COLD,LOT-RM-021-0203
GM-2025-001785,B2025-00216,RM-010,48.51,kg,2025-08-03 20:00:00,HAZ,LOT-RM-021-0144
GM-2025-001786,B2025-00216,RM-008,46.68,kg,2025-08-03 14:00:00,RAW2,LOT-RM-019-0119
GM-2025-001787,B2025-00216,RM-012,71.51,pcs,2025-08-04 04:00:00,HAZ,LOT-RM-005-0149
GM-2025-001788,B2025-00216,RM-014,49.82,L,2025-08-04 00:00:00,HAZ,LOT-RM-014-0171
GM-2025-001789,B2025-00216,RM-016,30.38,L,2025-08-03 22:00:00,RAW1,LOT-RM-010-0069
GM-2025-001790,B2025-00216,RM-020,56.98,pcs,2025-08-02 08:00:00,COLD,LOT-RM-022-0059
GM-2025-001791,B2025-00216,RM-002,54.29,pcs,2025-08-04 03:00:00,RAW1,LOT-RM-009-0067
GM-2025-001792,B2025-00217,RM-003,20.55,kg,2025-08-07 21:00:00,HAZ,LOT-RM-015-0029
GM-2025-001793,B2025-00217,RM-024,53.51,L,2025-08-07 06:00:00,HAZ,LOT-RM-015-0012
GM-2025-001794,B2025-00217,RM-011,36.97,L,2025-08-07 15:00:00,RAW2,LOT-RM-010-0046
GM-2025-001795,B2025-00217,RM-002,52.57,pcs,2025-08-07 15:00:00,COLD,LOT-RM-017-0173
GM-2025-001796,B2025-00217,RM-015,50.59,L,2025-08-08 04:00:00,RAW2,LOT-RM-002-0086
GM-2025-001797,B2025-00217,RM-008,44.17,kg,2025-08-08 06:00:00,HAZ,LOT-RM-006-0091
GM-2025-001798,B2025-00218,RM-023,66.21,kg,2025-08-08 06:00:00,HAZ,LOT-RM-011-0047
GM-2025-001799,B2025-00218,RM-017,56.68,pcs,2025-08-07 19:00:00,RAW1,LOT-RM-004-0227
GM-2025-001800,B2025-00218,RM-004,61.85,kg,2025-08-08 15:00:00,HAZ,LOT-RM-025-0180
GM-2025-001801,B2025-00218,RM-013,58.5,L,2025-08-08 17:00:00,COLD,LOT-RM-010-0214
GM-2025-001802,B2025-00218,RM-016,29.04,L,2025-08-08 16:00:00,HAZ,LOT-RM-016-0099
GM-2025-001803,B2025-00218,RM-021,76.91,kg,2025-08-08 11:00:00,RAW2,LOT-RM-005-0185
GM-2025-001804,B2025-00219,RM-016,64.18,L,2025-08-09 18:00:00,HAZ,LOT-RM-011-0007
GM-2025-001805,B2025-00219,RM-019,50.77,pcs,2025-08-08 20:00:00,HAZ,LOT-RM-006-0131
GM-2025-001806,B2025-00219,RM-002,44.81,pcs,2025-08-08 22:00:00,RAW2,LOT-RM-022-0017
GM-2025-001807,B2025-00219,RM-017,42.63,pcs,2025-08-09 07:00:00,RAW1,LOT-RM-003-0040
GM-2025-001808,B2025-00219,RM-007,46.24,kg,2025-08-09 14:00:00,COLD,LOT-RM-014-0027
GM-2025-001809,B2025-00219,RM-011,65.14,L,2025-08-09 03:00:00,RAW2,LOT-RM-004-0041
GM-2025-001810,B2025-00219,RM-004,60.87,kg,2025-08-09 01:00:00,RAW2,LOT-RM-008-0212
GM-2025-001811,B2025-00219,RM-024,38.91,L,2025-08-09 19:00:00,HAZ,LOT-RM-012-0071
GM-2025-001812,B2025-00219,RM-023,59.13,kg,2025-08-09 13:00:00,RAW2,LOT-RM-002-0001
GM-2025-001813,B2025-00220,RM-023,59.2,kg,2025-08-11 11:00:00,HAZ,LOT-RM-011-0137
GM-2025-001814,B2025-00220,RM-006,35.29,kg,2025-08-12 14:00:00,RAW2,LOT-RM-015-0158
GM-2025-001815,B2025-00220,RM-025,54.65,pcs,2025-08-10 20:00:00,HAZ,LOT-RM-023-0036
GM-2025-001816,B2025-00220,RM-021,49.82,kg,2025-08-11 10:00:00,HAZ,LOT-RM-022-0123
GM-2025-001817,B2025-00220,RM-010,59.25,kg,2025-08-11 03:00:00,HAZ,LOT-RM-013-0155
GM-2025-001818,B2025-00220,RM-024,71.52,L,2025-08-12 06:00:00,RAW1,LOT-RM-004-0109
GM-2025-001819,B2025-00220,RM-012,64.65,pcs,2025-08-10 19:00:00,RAW1,LOT-RM-009-0023
GM-2025-001820,B2025-00220,RM-001,38.92,pcs,2025-08-11 13:00:00,RAW1,LOT-RM-017-0055
GM-2025-001821,B2025-00221,RM-020,60.89,pcs,2025-08-08 00:00:00,RAW2,LOT-RM-007-0092
GM-2025-001822,B2025-00221,RM-003,41.11,kg,2025-08-08 05:00:00,RAW2,LOT-RM-008-0211
